iter	Passed	Remaining
531	1236	1087
532	1237	1084
533	1238	1080
534	1239	1076
535	1240	1073
536	1241	1069
537	1242	1066
538	1243	1063
539	1244	1059
540	1245	1056
541	1246	1052
542	1247	1050
543	1248	1046
544	1249	1043
545	1250	1039
546	1251	1036
547	1252	1032
548	1253	1029
549	1254	1026
550	1255	1022
551	1256	1019
552	1257	1016
553	1258	1012
554	1258	1009
555	1259	1006
556	1260	1002
557	1261	999
558	1263	996
559	1264	993
560	1265	990
561	1266	987
562	1267	983
563	1268	980
564	1269	977
565	1270	974
566	1271	970
567	1272	967
568	1273	964
569	1274	961
570	1275	958
571	1276	954
572	1277	952
573	1278	949
574	1279	946
575	1280	942
576	1281	939
577	1282	936
578	1283	933
579	1284	930
580	1285	927
581	1286	923
582	1287	920
583	1288	917
584	1289	914
585	1290	911
586	1290	908
587	1292	905
588	1293	902
589	1294	899
590	1295	896
591	1296	893
592	1297	890
593	1298	887
594	1299	884
595	1300	881
596	1302	878
597	1303	876
598	1304	873
599	1305	870
600	1306	867
601	1308	865
602	1309	862
603	1310	859
604	1311	856
605	1313	853
606	1313	850
607	1314	847
608	1315	844
609	1316	841
610	1317	838
611	1318	835
612	1319	832
613	1320	829
614	1321	827
615	1322	824
616	1323	821
617	1324	818
618	1325	816
619	1326	813
620	1327	810
621	1328	807
622	1329	804
623	1330	801
624	1331	798
625	1332	795
626	1332	792
627	1333	790
628	1334	787
629	1335	784
630	1336	781
631	1337	778
632	1338	776
633	1340	773
634	1341	770
635	1342	768
636	1342	765
637	1343	762
638	1344	759
639	1345	756
640	1346	754
641	1347	751
642	1348	748
643	1349	745
644	1350	743
645	1351	740
646	1351	737
647	1352	734
648	1355	732
649	1356	730
650	1357	727
651	1357	724
652	1358	722
653	1359	719
654	1360	716
655	1361	714
656	1362	711
657	1363	708
658	1364	706
659	1365	703
660	1366	700
661	1367	697
662	1367	695
663	1369	692
664	1370	690
665	1371	687
666	1372	685
667	1373	682
668	1374	679
669	1375	677
670	1376	674
671	1376	672
672	1377	669
673	1378	666
674	1379	664
675	1380	661
676	1381	659
677	1382	656
678	1384	654
679	1385	652
680	1386	649
681	1387	646
682	1388	644
683	1389	641
684	1390	639
685	1391	636
686	1391	634
687	1392	631
688	1394	629
689	1395	626
690	1395	624
691	1396	621
692	1397	619
693	1398	616
694	1400	614
695	1401	612
696	1402	609
697	1403	607
698	1404	604
699	1405	602
700	1406	599
701	1407	597
702	1408	594
703	1408	592
704	1409	589
705	1410	587
706	1411	585
707	1412	582
708	1413	580
709	1415	578
710	1416	575
711	1417	573
712	1418	570
713	1419	568
714	1419	565
715	1420	563
716	1421	561
717	1422	558
718	1423	556
719	1424	553
720	1425	551
721	1426	549
722	1427	546
723	1428	544
724	1429	542
725	1430	539
726	1431	537
727	1432	535
728	1433	532
729	1434	530
730	1435	528
731	1436	525
732	1437	523
733	1437	521
734	1438	518
735	1439	516
736	1440	514
737	1442	511
738	1443	509
739	1445	507
740	1446	505
741	1447	503
742	1448	501
743	1449	498
744	1451	496
745	1451	494
746	1452	492
747	1453	489
748	1454	487
749	1456	485
750	1456	483
751	1457	480
752	1458	478
753	1459	476
754	1461	474
755	1462	471
756	1463	469
757	1464	467
758	1465	465
759	1466	463
760	1467	460
761	1468	458
762	1469	456
763	1470	454
764	1471	452
765	1472	449
766	1473	447
767	1474	445
768	1476	443
769	1477	441
770	1478	439
771	1479	436
772	1480	434
773	1481	432
774	1482	430
775	1483	428
776	1485	426
777	1486	424
778	1487	421
779	1488	419
780	1489	417
781	1490	415
782	1492	413
783	1493	411
784	1494	409
785	1495	407
786	1495	404
787	1496	402
788	1497	400
789	1498	398
790	1499	396
791	1500	394
792	1501	391
793	1502	389
794	1503	387
795	1504	385
796	1505	383
797	1507	381
798	1508	379
799	1509	377
800	1509	375
801	1510	372
802	1511	370
803	1512	368
804	1513	366
805	1514	364
806	1515	362
807	1516	360
808	1517	358
809	1518	356
810	1519	354
811	1520	351
812	1521	350
813	1522	347
814	1523	345
815	1524	343
816	1525	341
817	1526	339
818	1527	337
819	1528	335
820	1529	333
821	1530	331
822	1531	329
823	1532	327
824	1532	325
825	1533	323
826	1534	321
827	1535	319
828	1537	317
829	1538	315
830	1538	312
831	1539	310
832	1540	308
833	1542	306
834	1542	304
835	1543	302
836	1544	300
837	1546	298
838	1548	297
839	1549	295
840	1550	293
841	1552	291
842	1554	289
843	1555	287
844	1556	285
845	1557	283
846	1559	281
847	1560	279
848	1561	277
849	1562	275
850	1564	273
851	1565	271
852	1566	269
853	1568	268
854	1569	266
855	1570	264
856	1572	262
857	1573	260
858	1574	258
859	1575	256
860	1576	254
861	1577	252
862	1578	250
863	1579	248
864	1580	246
865	1581	244
866	1583	242
867	1584	240
868	1585	239
869	1586	237
870	1587	235
871	1588	233
872	1589	231
873	1590	229
874	1591	227
875	1592	225
876	1593	223
877	1594	221
878	1595	219
879	1597	217
880	1598	215
881	1599	214
882	1600	212
883	1601	210
884	1602	208
885	1603	206
886	1604	204
887	1605	202
888	1606	200
889	1606	198
890	1607	196
891	1608	194
892	1609	192
893	1610	190
894	1611	189
895	1613	187
896	1614	185
897	1615	183
898	1616	181
899	1617	179
900	1618	177
901	1619	175
902	1620	174
903	1621	172
904	1621	170
905	1622	168
906	1623	166
907	1624	164
908	1625	162
909	1626	160
910	1627	159
911	1629	157
912	1630	155
913	1631	153
914	1632	151
915	1633	149
916	1634	147
917	1635	146
918	1636	144
919	1637	142
920	1638	140
921	1639	138
922	1640	136
923	1641	134
924	1642	133
925	1643	131
926	1644	129
927	1645	127
928	1646	125
929	1647	124
930	1648	122
931	1649	120
932	1650	118
933	1651	116
934	1652	114
935	1653	113
936	1654	111
937	1654	109
938	1655	107
939	1656	105
940	1658	103
941	1659	102
942	1661	100
943	1662	98
944	1663	96
945	1664	95
946	1665	93
947	1666	91
948	1667	89
949	1668	87
950	1669	86
951	1670	84
952	1671	82
953	1672	80
954	1674	78
955	1675	77
956	1676	75
957	1677	73
958	1678	71
959	1679	69
960	1680	68
961	1681	66
962	1682	64
963	1682	62
964	1683	61
965	1684	59
966	1685	57
967	1686	55
968	1687	53
969	1689	52
970	1690	50
971	1691	48
972	1692	46
973	1693	45
974	1694	43
975	1695	41
976	1696	39
977	1697	38
978	1697	36
979	1698	34
980	1700	32
981	1701	31
982	1702	29
983	1703	27
984	1704	25
985	1706	24
986	1707	22
987	1707	20
988	1708	19
989	1709	17
990	1710	15
991	1711	13
992	1712	12
993	1713	10
994	1714	8
995	1715	6
996	1716	5
997	1717	3
998	1717	1
999	1719	0
